transaction_id,user_id,user_name,timestamp,amount,merchant_name,merchant_category,recipient_name,recipient_type,payment_method,device_id,device_type,city,state,country,latitude,longitude,account_age_days,balance_before,balance_after,hour_of_day,day_of_week,is_weekend,is_salary_period,recipient_frequency_score,merchant_frequency_score,days_since_recipient_seen,device_familiarity,location_familiarity
TXN0004627,U004,Mehul Patil,2024-01-31 15:04:38,445.32,BookMyShow,Entertainment,BookMyShow,merchant,UPI,ONPND-MP-004,OnePlus Nord,Nagpur,Maharashtra,India,21.149359,79.085562,330,4975.20,4529.88,15,Wednesday,0,0,0.000,0.694,0,1.0,1.0
TXN0005898,U004,Mehul Patil,2024-12-03 15:37:03,608.05,Zomato,Food Delivery,Zomato,merchant,Debit Card,ONPND-MP-004,OnePlus Nord,Nagpur,Maharashtra,India,21.144334,79.089394,637,1184.19,576.14,15,Tuesday,0,1,0.000,0.853,0,1.0,1.0
TXN0004170,U003,Farhan Farooqui,2024-10-10 12:18:35,818.71,Reliance Fresh,Grocery,Reliance Fresh,merchant,Net Banking,SAMSM-FF-003,Samsung M Series,Mumbai,Maharashtra,India,19.076445,72.882452,3083,3846.70,3027.99,12,Thursday,0,0,0.000,0.871,0,1.0,1.0
TXN0003934,U003,Farhan Farooqui,2024-08-14 08:34:38,1451.73,Electricity Board,Utility,Electricity Board,merchant,UPI,SAMSM-FF-003,Samsung M Series,Mumbai,Maharashtra,India,19.074838,72.878352,3026,2572.14,1120.41,8,Wednesday,0,0,0.000,0.930,0,1.0,1.0
TXN0002956,U002,Pranav Chopade,2024-12-17 22:19:35,9368.08,Flipkart,E-Commerce,Flipkart,merchant,Credit Card,IPHN15-PC-002,iPhone 15,Pune,Maharashtra,India,18.518534,73.855206,1551,68840.30,59472.22,22,Tuesday,0,0,0.000,0.767,0,1.0,1.0
TXN0002917,U002,Pranav Chopade,2024-12-08 08:36:55,1313.14,Jio Fiber,Utility,Jio Fiber,merchant,Credit Card,IPHN15-PC-002,iPhone 15,Pune,Maharashtra,India,18.517322,73.855626,1542,54423.01,53109.87,8,Sunday,1,0,0.000,0.907,0,1.0,1.0
TXN0005958,U004,Mehul Patil,2024-12-17 17:39:20,1142.81,Google Play,Gaming,Google Play,merchant,UPI,ONPND-MP-004,OnePlus Nord,Nagpur,Maharashtra,India,21.143429,79.091121,651,5168.76,4025.95,17,Tuesday,0,0,0.000,0.830,0,1.0,1.0
TXN0001267,U001,Chirayu Mahajan,2024-11-06 00:19:40,898.58,Swiggy,Food Delivery,Swiggy,merchant,UPI,SAMS24-CM-001,Samsung Galaxy S24,Bhopal,Madhya Pradesh,India,23.260891,77.412896,850,2553.22,1654.64,0,Wednesday,0,0,0.000,0.893,0,1.0,1.0
TXN0001008,U001,Chirayu Mahajan,2024-09-01 17:17:29,1152.37,Amazon,E-Commerce,Amazon,merchant,UPI,SAMS24-CM-001,Samsung Galaxy S24,Bhopal,Madhya Pradesh,India,23.263823,77.407984,784,2403.63,1251.26,17,Sunday,1,1,0.000,0.871,0,1.0,1.0
TXN0002997,U002,Pranav Chopade,2024-12-29 09:20:22,1200.44,Jio Fiber,Utility,Jio Fiber,merchant,Net Banking,IPHN15-PC-002,iPhone 15,Pune,Maharashtra,India,18.518350,73.857428,1563,48748.40,47547.96,9,Sunday,1,0,0.000,0.991,0,1.0,1.0
TXN0004404,U003,Farhan Farooqui,2024-12-06 17:41:01,252.74,Apollo Pharmacy,Pharmacy,Apollo Pharmacy,merchant,UPI,SAMSM-FF-003,Samsung M Series,Mumbai,Maharashtra,India,19.075393,72.879686,3140,3944.80,3692.06,17,Friday,0,0,0.000,0.805,0,1.0,1.0
TXN0005773,U004,Mehul Patil,2024-11-05 20:05:16,829.84,Zomato,Food Delivery,Zomato,merchant,UPI,ONPND-MP-004,OnePlus Nord,Nagpur,Maharashtra,India,21.144570,79.085632,609,3613.29,2783.45,20,Tuesday,0,1,0.000,0.897,0,1.0,1.0
TXN0002140,U002,Pranav Chopade,2024-06-01 18:10:15,1019.78,MSEB,Utility,MSEB,merchant,Credit Card,IPHN15-PC-002,iPhone 15,Pune,Maharashtra,India,18.522626,73.855467,1352,2805.54,1785.76,18,Saturday,1,1,0.000,0.943,0,1.0,1.0
TXN0004054,U003,Farhan Farooqui,2024-09-12 10:09:31,3630.61,Reliance Fresh,Grocery,Reliance Fresh,merchant,UPI,SAMSM-FF-003,Samsung M Series,Mumbai,Maharashtra,India,19.077222,72.879557,3055,8262.38,4631.77,10,Thursday,0,0,0.000,0.920,0,1.0,1.0
TXN0004026,U003,Farhan Farooqui,2024-09-07 18:19:16,1442.98,Reliance Fresh,Grocery,Reliance Fresh,merchant,Cash,SAMSM-FF-003,Samsung M Series,Mumbai,Maharashtra,India,19.074756,72.875402,3050,5871.44,4428.46,18,Saturday,1,0,0.000,0.862,0,1.0,1.0
TXN0001337,U001,Chirayu Mahajan,2024-11-23 15:15:13,614.94,Amazon,E-Commerce,Amazon,merchant,Debit Card,SAMS24-CM-001,Samsung Galaxy S24,Bhopal,Madhya Pradesh,India,23.258650,77.411516,867,6845.62,6230.68,15,Saturday,1,0,0.000,0.889,0,1.0,1.0
TXN0003803,U003,Farhan Farooqui,2024-07-17 17:38:38,241.73,Reliance Fresh,Grocery,Reliance Fresh,merchant,UPI,SAMSM-FF-003,Samsung M Series,Mumbai,Maharashtra,India,19.071904,72.876163,2998,1586.89,1345.16,17,Wednesday,0,0,0.000,0.944,0,1.0,1.0
TXN0001516,U002,Pranav Chopade,2024-01-04 18:52:10,3551.44,P2P Transfer,Transfer,Chirayu Mahajan,individual,Credit Card,IPHN15-PC-002,iPhone 15,Pune,Maharashtra,India,18.517266,73.854186,1203,37687.62,34136.18,18,Thursday,0,1,0.802,0.739,30,1.0,1.0
TXN0004383,U003,Farhan Farooqui,2024-12-01 09:46:43,260.56,Apollo Pharmacy,Pharmacy,Apollo Pharmacy,merchant,UPI,SAMSM-FF-003,Samsung M Series,Mumbai,Maharashtra,India,19.072855,72.882573,3135,3781.94,3521.38,9,Sunday,1,1,0.000,0.831,0,1.0,1.0
TXN0002918,U002,Pranav Chopade,2024-12-08 18:52:44,1126.82,Flipkart,E-Commerce,Flipkart,merchant,Net Banking,IPHN15-PC-002,iPhone 15,Pune,Maharashtra,India,18.520291,73.861617,1542,50785.53,49658.71,18,Sunday,1,0,0.000,0.826,0,1.0,1.0
TXN0001782,U002,Pranav Chopade,2024-03-06 11:16:08,1738.14,MSEB,Utility,MSEB,merchant,Credit Card,IPHN15-PC-002,iPhone 15,Pune,Maharashtra,India,18.522053,73.861247,1265,52204.27,50466.13,11,Wednesday,0,0,0.000,0.939,0,1.0,1.0
TXN0005750,U004,Mehul Patil,2024-10-29 19:55:50,800.00,BookMyShow,Entertainment,BookMyShow,merchant,UPI,ONPND-MP-004,OnePlus Nord,Nagpur,Maharashtra,India,21.141700,79.088798,602,1985.11,1185.11,19,Tuesday,0,0,0.000,0.658,0,1.0,1.0
TXN0003435,U003,Farhan Farooqui,2024-04-19 12:43:15,1122.11,Apollo Pharmacy,Pharmacy,Apollo Pharmacy,merchant,Net Banking,SAMSM-FF-003,Samsung M Series,Mumbai,Maharashtra,India,19.076874,72.873975,2909,2402.13,1280.02,12,Friday,0,0,0.000,0.801,0,1.0,1.0
TXN0004954,U004,Mehul Patil,2024-04-13 18:50:15,678.81,BookMyShow,Entertainment,BookMyShow,merchant,Debit Card,ONPND-MP-004,OnePlus Nord,Nagpur,Maharashtra,India,21.144700,79.087576,403,4129.36,3450.55,18,Saturday,1,0,0.000,0.644,0,1.0,1.0
TXN0000874,U001,Chirayu Mahajan,2024-08-04 22:40:28,187.84,Amazon,E-Commerce,Amazon,merchant,UPI,SAMS24-CM-001,Samsung Galaxy S24,Bhopal,Madhya Pradesh,India,23.259102,77.413061,756,1404.91,1217.07,22,Sunday,1,1,0.000,0.875,0,1.0,1.0
TXN0000066,U001,Chirayu Mahajan,2024-01-19 14:10:31,383.58,P2P Transfer,Transfer,Farhan Farooqui,individual,Credit Card,SAMS24-CM-001,Samsung Galaxy S24,Bhopal,Madhya Pradesh,India,23.259472,77.410007,558,2372.64,1989.06,14,Friday,0,0,0.702,0.745,5,1.0,1.0
TXN0001433,U001,Chirayu Mahajan,2024-12-14 23:35:32,526.44,Amazon,E-Commerce,Amazon,merchant,UPI,SAMS24-CM-001,Samsung Galaxy S24,Bhopal,Madhya Pradesh,India,23.261799,77.410318,888,4302.51,3776.07,23,Saturday,1,0,0.000,0.837,0,1.0,1.0
TXN0003620,U003,Farhan Farooqui,2024-06-03 13:43:01,685.45,Reliance Fresh,Grocery,Reliance Fresh,merchant,UPI,SAMSM-FF-003,Samsung M Series,Mumbai,Maharashtra,India,19.078489,72.879305,2954,4124.95,3439.50,13,Monday,0,1,0.000,0.941,0,1.0,1.0
TXN0001391,U001,Chirayu Mahajan,2024-12-05 20:57:30,577.95,Amazon,E-Commerce,Amazon,merchant,UPI,SAMS24-CM-001,Samsung Galaxy S24,Bhopal,Madhya Pradesh,India,23.255214,77.416131,879,8918.88,8340.93,20,Thursday,0,1,0.000,0.835,0,1.0,1.0
TXN0001454,U001,Chirayu Mahajan,2024-12-19 15:34:05,287.32,Zomato,Food Delivery,Zomato,merchant,Debit Card,SAMS24-CM-001,Samsung Galaxy S24,Bhopal,Madhya Pradesh,India,23.259805,77.415979,893,4879.66,4592.34,15,Thursday,0,0,0.000,0.848,0,1.0,1.0
TXN0000977,U001,Chirayu Mahajan,2024-08-26 15:53:58,1455.52,Zomato,Food Delivery,Zomato,merchant,Credit Card,SAMS24-CM-001,Samsung Galaxy S24,Bhopal,Madhya Pradesh,India,23.259241,77.411875,778,4815.85,3360.33,15,Monday,0,0,0.000,0.833,0,1.0,1.0
TXN0002100,U002,Pranav Chopade,2024-05-21 18:09:56,1599.70,MSEB,Utility,MSEB,merchant,UPI,IPHN15-PC-002,iPhone 15,Pune,Maharashtra,India,18.518683,73.854387,1341,24229.44,22629.74,18,Tuesday,0,0,0.000,0.982,0,1.0,1.0
TXN0003109,U003,Farhan Farooqui,2024-01-24 10:44:10,497.09,Apollo Pharmacy,Pharmacy,Apollo Pharmacy,merchant,Net Banking,SAMSM-FF-003,Samsung M Series,Mumbai,Maharashtra,India,19.073536,72.877742,2823,5075.05,4577.96,10,Wednesday,0,0,0.000,0.855,0,1.0,1.0
TXN0000375,U001,Chirayu Mahajan,2024-04-06 21:09:39,505.08,Zomato,Food Delivery,Zomato,merchant,UPI,SAMS24-CM-001,Samsung Galaxy S24,Bhopal,Madhya Pradesh,India,23.255338,77.416978,636,4707.09,4202.01,21,Saturday,1,0,0.000,0.840,0,1.0,1.0
TXN0005674,U004,Mehul Patil,2024-10-10 15:34:51,734.54,BookMyShow,Entertainment,BookMyShow,merchant,Google Pay,ONPND-MP-004,OnePlus Nord,Nagpur,Maharashtra,India,21.150082,79.084579,583,1739.05,1004.51,15,Thursday,0,0,0.000,0.635,0,1.0,1.0
TXN0005081,U004,Mehul Patil,2024-05-16 22:43:34,444.21,Google Play,Gaming,Google Play,merchant,UPI,ONPND-MP-004,OnePlus Nord,Nagpur,Maharashtra,India,21.149509,79.085291,436,5638.16,5193.95,22,Thursday,0,0,0.000,0.827,0,1.0,1.0
TXN0004098,U003,Farhan Farooqui,2024-09-23 18:10:56,1088.97,Medical Stores,Pharmacy,Medical Stores,merchant,Debit Card,SAMSM-FF-003,Samsung M Series,Mumbai,Maharashtra,India,19.073252,72.882042,3066,3335.81,2246.84,18,Monday,0,0,0.000,0.731,0,1.0,1.0
TXN0005944,U004,Mehul Patil,2024-12-13 20:32:46,1810.51,P2P Transfer,Transfer,Chirayu Mahajan,individual,Google Pay,ONPND-MP-004,OnePlus Nord,Nagpur,Maharashtra,India,21.147368,79.092004,647,3302.29,1491.78,20,Friday,0,0,0.788,0.669,0,1.0,1.0
TXN0005540,U004,Mehul Patil,2024-09-06 22:10:16,148.32,P2P Transfer,Transfer,Farhan Farooqui,individual,UPI,ONPND-MP-004,OnePlus Nord,Nagpur,Maharashtra,India,21.149366,79.084036,549,5040.09,4891.77,22,Friday,0,0,0.731,0.670,1,1.0,1.0
TXN0003925,U003,Farhan Farooqui,2024-08-12 10:06:47,182.03,Apollo Pharmacy,Pharmacy,Apollo Pharmacy,merchant,UPI,SAMSM-FF-003,Samsung M Series,Mumbai,Maharashtra,India,19.078921,72.881199,3024,2086.30,1904.27,10,Monday,0,0,0.000,0.836,0,1.0,1.0
TXN0005277,U004,Mehul Patil,2024-07-03 23:07:06,769.12,P2P Transfer,Transfer,Farhan Farooqui,individual,UPI,ONPND-MP-004,OnePlus Nord,Nagpur,Maharashtra,India,21.149856,79.084377,484,6018.19,5249.07,23,Wednesday,0,1,0.799,0.664,0,1.0,1.0
TXN0003663,U003,Farhan Farooqui,2024-06-13 14:12:30,920.69,Water Board,Utility,Water Board,merchant,Cash,SAMSM-FF-003,Samsung M Series,Mumbai,Maharashtra,India,19.079443,72.875571,2964,3737.46,2816.77,14,Thursday,0,0,0.000,0.875,0,1.0,1.0
TXN0000324,U001,Chirayu Mahajan,2024-03-21 21:30:11,350.26,Zomato,Food Delivery,Zomato,merchant,UPI,SAMS24-CM-001,Samsung Galaxy S24,Bhopal,Madhya Pradesh,India,23.262642,77.411581,620,2799.96,2449.70,21,Thursday,0,0,0.000,0.861,0,1.0,1.0
TXN0002432,U002,Pranav Chopade,2024-08-16 20:26:22,1689.84,HP Petrol Pump,Fuel,HP Petrol Pump,merchant,UPI,IPHN15-PC-002,iPhone 15,Pune,Maharashtra,India,18.525349,73.860614,1428,57411.08,55721.24,20,Friday,0,0,0.000,0.832,0,1.0,1.0
TXN0003736,U003,Farhan Farooqui,2024-07-02 12:09:53,1628.30,Apollo Pharmacy,Pharmacy,Apollo Pharmacy,merchant,Debit Card,SAMSM-FF-003,Samsung M Series,Mumbai,Maharashtra,India,19.074447,72.881125,2983,6161.47,4533.17,12,Tuesday,0,1,0.000,0.886,0,1.0,1.0
TXN0003049,U003,Farhan Farooqui,2024-01-12 14:43:44,1309.42,Reliance Fresh,Grocery,Reliance Fresh,merchant,Cash,SAMSM-FF-003,Samsung M Series,Mumbai,Maharashtra,India,19.072688,72.876582,2811,14208.60,12899.18,14,Friday,0,0,0.000,0.877,0,1.0,1.0
TXN0001915,U002,Pranav Chopade,2024-04-03 08:01:00,1714.27,Indian Oil,Fuel,Indian Oil,merchant,UPI,IPHN15-PC-002,iPhone 15,Pune,Maharashtra,India,18.523540,73.854864,1293,63450.96,61736.69,8,Wednesday,0,1,0.000,0.911,0,1.0,1.0
TXN0001358,U001,Chirayu Mahajan,2024-11-28 01:32:57,182.79,Swiggy,Food Delivery,Swiggy,merchant,UPI,SAMS24-CM-001,Samsung Galaxy S24,Bhopal,Madhya Pradesh,India,23.257319,77.413690,872,1680.24,1497.45,1,Thursday,0,0,0.000,0.866,0,1.0,1.0
TXN0000515,U001,Chirayu Mahajan,2024-05-07 19:18:12,1361.98,Swiggy,Food Delivery,Swiggy,merchant,UPI,SAMS24-CM-001,Samsung Galaxy S24,Bhopal,Madhya Pradesh,India,23.259017,77.411028,667,3065.61,1703.63,19,Tuesday,0,0,0.000,0.945,0,1.0,1.0
TXN0003824,U003,Farhan Farooqui,2024-07-21 12:42:16,616.89,Reliance Fresh,Grocery,Reliance Fresh,merchant,Debit Card,SAMSM-FF-003,Samsung M Series,Mumbai,Maharashtra,India,19.071312,72.881263,3002,1877.53,1260.64,12,Sunday,1,0,0.000,0.887,0,1.0,1.0
TXN0003098,U003,Farhan Farooqui,2024-01-23 09:21:27,957.62,Reliance Fresh,Grocery,Reliance Fresh,merchant,Net Banking,SAMSM-FF-003,Samsung M Series,Mumbai,Maharashtra,India,19.071282,72.877609,2822,4931.87,3974.25,9,Tuesday,0,0,0.000,0.890,0,1.0,1.0
TXN0001128,U001,Chirayu Mahajan,2024-10-04 15:23:01,1628.60,Zomato,Food Delivery,Zomato,merchant,UPI,SAMS24-CM-001,Samsung Galaxy S24,Bhopal,Madhya Pradesh,India,23.261076,77.412001,817,5592.01,3963.41,15,Friday,0,1,0.000,0.850,0,1.0,1.0
TXN0000508,U001,Chirayu Mahajan,2024-05-06 18:13:50,444.10,Steam,Gaming,Steam,merchant,Debit Card,SAMS24-CM-001,Samsung Galaxy S24,Bhopal,Madhya Pradesh,India,23.263780,77.408710,666,4415.09,3970.99,18,Monday,0,0,0.000,0.823,0,1.0,1.0
TXN0000149,U001,Chirayu Mahajan,2024-02-07 22:00:31,2025.17,Swiggy,Food Delivery,Swiggy,merchant,Debit Card,SAMS24-CM-001,Samsung Galaxy S24,Bhopal,Madhya Pradesh,India,23.258991,77.412517,577,3908.45,1883.28,22,Wednesday,0,0,0.000,0.901,0,1.0,1.0
TXN0005354,U004,Mehul Patil,2024-07-22 15:15:57,179.00,Mobile Recharge,Telecom,Mobile Recharge,merchant,UPI,ONPND-MP-004,OnePlus Nord,Nagpur,Maharashtra,India,21.150388,79.084887,503,5235.42,5056.42,15,Monday,0,0,0.000,0.896,0,1.0,1.0
TXN0000359,U001,Chirayu Mahajan,2024-03-31 22:27:25,2122.92,Zomato,Food Delivery,Zomato,merchant,UPI,SAMS24-CM-001,Samsung Galaxy S24,Bhopal,Madhya Pradesh,India,23.257530,77.411822,630,3396.04,1273.12,22,Sunday,1,0,0.000,0.913,0,1.0,1.0
TXN0003544,U003,Farhan Farooqui,2024-05-15 09:04:30,3092.05,Apollo Pharmacy,Pharmacy,Apollo Pharmacy,merchant,UPI,SAMSM-FF-003,Samsung M Series,Mumbai,Maharashtra,India,19.078100,72.876265,2935,4749.02,1656.97,9,Wednesday,0,0,0.000,0.801,0,1.0,1.0
TXN0000583,U001,Chirayu Mahajan,2024-05-21 21:47:20,164.03,Blinkit,Grocery Delivery,Blinkit,merchant,Debit Card,SAMS24-CM-001,Samsung Galaxy S24,Bhopal,Madhya Pradesh,India,23.262810,77.408961,681,4260.55,4096.52,21,Tuesday,0,0,0.000,0.734,0,1.0,1.0
TXN0005376,U004,Mehul Patil,2024-07-26 11:43:25,281.83,Google Play,Gaming,Google Play,merchant,Credit Card,ONPND-MP-004,OnePlus Nord,Nagpur,Maharashtra,India,21.144089,79.091404,507,2359.72,2077.89,11,Friday,0,0,0.000,0.766,0,1.0,1.0
TXN0000445,U001,Chirayu Mahajan,2024-04-24 22:39:16,798.62,BookMyShow,Entertainment,BookMyShow,merchant,UPI,SAMS24-CM-001,Samsung Galaxy S24,Bhopal,Madhya Pradesh,India,23.259433,77.407903,654,5400.27,4601.65,22,Wednesday,0,0,0.000,0.667,0,1.0,1.0
TXN0002676,U002,Pranav Chopade,2024-10-14 11:30:59,7041.43,Flipkart,E-Commerce,Flipkart,merchant,Credit Card,IPHN15-PC-002,iPhone 15,Pune,Maharashtra,India,18.515950,73.854002,1487,26453.74,19412.31,11,Monday,0,0,0.000,0.832,0,1.0,1.0
TXN0005223,U004,Mehul Patil,2024-06-20 15:22:12,994.92,Zomato,Food Delivery,Zomato,merchant,UPI,ONPND-MP-004,OnePlus Nord,Nagpur,Maharashtra,India,21.141232,79.086251,471,2965.12,1970.20,15,Thursday,0,0,0.000,0.842,0,1.0,1.0
TXN0002339,U002,Pranav Chopade,2024-07-24 17:26:40,2067.26,Indian Oil,Fuel,Indian Oil,merchant,Credit Card,IPHN15-PC-002,iPhone 15,Pune,Maharashtra,India,18.515629,73.853777,1405,56503.98,54436.72,17,Wednesday,0,0,0.000,0.913,0,1.0,1.0
TXN0002103,U002,Pranav Chopade,2024-05-22 23:46:49,1814.32,Amazon,E-Commerce,Amazon,merchant,Credit Card,IPHN15-PC-002,iPhone 15,Pune,Maharashtra,India,18.524792,73.855842,1342,67476.82,65662.50,23,Wednesday,0,0,0.000,0.847,0,1.0,1.0
TXN0005015,U004,Mehul Patil,2024-04-30 16:26:06,1391.59,BookMyShow,Entertainment,BookMyShow,merchant,Debit Card,ONPND-MP-004,OnePlus Nord,Nagpur,Maharashtra,India,21.146463,79.083230,420,6775.41,5383.82,16,Tuesday,0,0,0.000,0.606,0,1.0,1.0
TXN0001352,U001,Chirayu Mahajan,2024-11-27 17:10:14,813.62,Google Play,Gaming,Google Play,merchant,Credit Card,SAMS24-CM-001,Samsung Galaxy S24,Bhopal,Madhya Pradesh,India,23.258546,77.415207,871,3907.54,3093.92,17,Wednesday,0,0,0.000,0.831,0,1.0,1.0
TXN0001964,U002,Pranav Chopade,2024-04-13 08:22:44,569.70,Flipkart,E-Commerce,Flipkart,merchant,Credit Card,IPHN15-PC-002,iPhone 15,Pune,Maharashtra,India,18.522598,73.853096,1303,25096.10,24526.40,8,Saturday,1,0,0.000,0.759,0,1.0,1.0
TXN0001763,U002,Pranav Chopade,2024-03-02 16:45:48,14400.63,Rent Transfer,Rent,Rent Transfer,merchant,UPI,IPHN15-PC-002,iPhone 15,Pune,Maharashtra,India,18.521906,73.855925,1261,54741.91,40341.28,16,Saturday,1,1,0.000,0.989,0,1.0,1.0
TXN0005509,U004,Mehul Patil,2024-08-29 15:16:30,179.00,Mobile Recharge,Telecom,Mobile Recharge,merchant,Google Pay,ONPND-MP-004,OnePlus Nord,Nagpur,Maharashtra,India,21.142106,79.089903,541,4569.94,4390.94,15,Thursday,0,0,0.000,0.846,0,1.0,1.0
TXN0001032,U001,Chirayu Mahajan,2024-09-07 13:00:10,401.89,Blinkit,Grocery Delivery,Blinkit,merchant,UPI,SAMS24-CM-001,Samsung Galaxy S24,Bhopal,Madhya Pradesh,India,23.255291,77.411842,790,5007.08,4605.19,13,Saturday,1,0,0.000,0.757,0,1.0,1.0
TXN0001209,U001,Chirayu Mahajan,2024-10-23 21:58:42,1367.00,Steam,Gaming,Steam,merchant,Debit Card,SAMS24-CM-001,Samsung Galaxy S24,Bhopal,Madhya Pradesh,India,23.262469,77.414032,836,6554.96,5187.96,21,Wednesday,0,0,0.000,0.782,0,1.0,1.0
TXN0003077,U003,Farhan Farooqui,2024-01-18 10:51:50,2679.42,Apollo Pharmacy,Pharmacy,Apollo Pharmacy,merchant,UPI,SAMSM-FF-003,Samsung M Series,Mumbai,Maharashtra,India,19.077296,72.876406,2817,4695.10,2015.68,10,Thursday,0,0,0.000,0.892,0,1.0,1.0
TXN0004337,U003,Farhan Farooqui,2024-11-16 17:13:48,1193.95,Apollo Pharmacy,Pharmacy,Apollo Pharmacy,merchant,UPI,SAMSM-FF-003,Samsung M Series,Mumbai,Maharashtra,India,19.079528,72.877926,3120,3447.44,2253.49,17,Saturday,1,0,0.000,0.833,0,1.0,1.0
TXN0002630,U002,Pranav Chopade,2024-10-04 20:52:45,9532.69,Zomato,Food Delivery,Zomato,merchant,Credit Card,IPHN15-PC-002,iPhone 15,Pune,Maharashtra,India,18.522477,73.858501,1477,72059.06,62526.37,20,Friday,0,1,0.000,0.928,0,1.0,1.0
TXN0003684,U003,Farhan Farooqui,2024-06-20 15:11:21,886.53,Reliance Fresh,Grocery,Reliance Fresh,merchant,UPI,SAMSM-FF-003,Samsung M Series,Mumbai,Maharashtra,India,19.071794,72.874923,2971,2498.68,1612.15,15,Thursday,0,0,0.000,0.874,0,1.0,1.0
TXN0004669,U004,Mehul Patil,2024-02-08 23:39:30,803.90,Swiggy,Food Delivery,Swiggy,merchant,UPI,ONPND-MP-004,OnePlus Nord,Nagpur,Maharashtra,India,21.142913,79.088131,338,4911.45,4107.55,23,Thursday,0,0,0.000,0.879,0,1.0,1.0
TXN0000490,U001,Chirayu Mahajan,2024-05-02 15:07:17,800.13,Swiggy,Food Delivery,Swiggy,merchant,Debit Card,SAMS24-CM-001,Samsung Galaxy S24,Bhopal,Madhya Pradesh,India,23.257336,77.413420,662,4643.59,3843.46,15,Thursday,0,1,0.000,0.905,0,1.0,1.0
TXN0003815,U003,Farhan Farooqui,2024-07-19 19:08:37,285.63,Apollo Pharmacy,Pharmacy,Apollo Pharmacy,merchant,UPI,SAMSM-FF-003,Samsung M Series,Mumbai,Maharashtra,India,19.073394,72.874775,3000,4009.63,3724.00,19,Friday,0,0,0.000,0.866,0,1.0,1.0
TXN0002735,U002,Pranav Chopade,2024-10-28 21:17:18,17064.50,Flipkart,E-Commerce,Flipkart,merchant,Net Banking,IPHN15-PC-002,iPhone 15,Pune,Maharashtra,India,18.518193,73.854024,1501,42674.73,25610.23,21,Monday,0,0,0.000,0.809,0,1.0,1.0
TXN0004802,U004,Mehul Patil,2024-03-10 19:38:38,599.00,Mobile Recharge,Telecom,Mobile Recharge,merchant,UPI,ONPND-MP-004,OnePlus Nord,Nagpur,Maharashtra,India,21.147380,79.090768,369,2651.78,2052.78,19,Sunday,1,0,0.000,0.878,0,1.0,1.0
TXN0000726,U001,Chirayu Mahajan,2024-06-25 16:11:00,515.77,Zomato,Food Delivery,Zomato,merchant,UPI,SAMS24-CM-001,Samsung Galaxy S24,Bhopal,Madhya Pradesh,India,23.261480,77.410385,716,5156.65,4640.88,16,Tuesday,0,0,0.000,0.876,0,1.0,1.0
TXN0003590,U003,Farhan Farooqui,2024-05-25 15:34:31,310.68,P2P Transfer,Transfer,Pranav Chopade,individual,Cash,SAMSM-FF-003,Samsung M Series,Mumbai,Maharashtra,India,19.076825,72.881209,2945,1050.61,739.93,15,Saturday,1,0,0.789,0.743,0,1.0,1.0
TXN0005681,U004,Mehul Patil,2024-10-14 19:12:24,179.00,Mobile Recharge,Telecom,Mobile Recharge,merchant,Google Pay,ONPND-MP-004,OnePlus Nord,Nagpur,Maharashtra,India,21.143004,79.092685,587,1963.23,1784.23,19,Monday,0,0,0.000,0.862,0,1.0,1.0
TXN0004065,U003,Farhan Farooqui,2024-09-14 14:11:05,320.06,Apollo Pharmacy,Pharmacy,Apollo Pharmacy,merchant,Debit Card,SAMSM-FF-003,Samsung M Series,Mumbai,Maharashtra,India,19.075773,72.878720,3057,4968.07,4648.01,14,Saturday,1,0,0.000,0.831,0,1.0,1.0
TXN0005109,U004,Mehul Patil,2024-05-23 13:18:15,855.99,Google Play,Gaming,Google Play,merchant,Credit Card,ONPND-MP-004,OnePlus Nord,Nagpur,Maharashtra,India,21.145063,79.088934,443,1515.62,659.63,13,Thursday,0,0,0.000,0.782,0,1.0,1.0
TXN0005945,U004,Mehul Patil,2024-12-13 19:28:15,907.46,Swiggy,Food Delivery,Swiggy,merchant,Debit Card,ONPND-MP-004,OnePlus Nord,Nagpur,Maharashtra,India,21.148264,79.084661,647,4209.75,3302.29,19,Friday,0,0,0.000,0.853,0,1.0,1.0
TXN0005062,U004,Mehul Patil,2024-05-12 18:41:38,915.52,P2P Transfer,Transfer,Chirayu Mahajan,individual,Debit Card,ONPND-MP-004,OnePlus Nord,Nagpur,Maharashtra,India,21.148804,79.091538,432,5585.13,4669.61,18,Sunday,1,0,0.767,0.725,6,1.0,1.0
TXN0002360,U002,Pranav Chopade,2024-07-29 15:38:53,2092.77,HP Petrol Pump,Fuel,HP Petrol Pump,merchant,Credit Card,IPHN15-PC-002,iPhone 15,Pune,Maharashtra,India,18.524521,73.855394,1410,14808.78,12716.01,15,Monday,0,0,0.000,0.825,0,1.0,1.0
TXN0001396,U001,Chirayu Mahajan,2024-12-06 00:30:49,371.22,Google Play,Gaming,Google Play,merchant,Credit Card,SAMS24-CM-001,Samsung Galaxy S24,Bhopal,Madhya Pradesh,India,23.260209,77.416496,880,5213.31,4842.09,0,Friday,0,0,0.000,0.783,0,1.0,1.0
TXN0003975,U003,Farhan Farooqui,2024-08-26 09:28:28,3921.72,Medical Stores,Pharmacy,Medical Stores,merchant,Net Banking,SAMSM-FF-003,Samsung M Series,Mumbai,Maharashtra,India,19.076110,72.875866,3038,4767.94,846.22,9,Monday,0,0,0.000,0.790,0,1.0,1.0
